PLAYER_NAME,GAME_ID,GAME_DATE,TEAM,SEASON,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,FG_PCT,FG3_PCT,FT_PCT
De'Aaron Fox,401809789,2025-11-15,SA,2025-26,33.0,0.0,0.0,10.0,22.0,4.0,8.0,0.0,4.0,10.0,4.0,3.0,1.0,3.0,1.0,3.0,,0.45454545454545453,0.5
De'Aaron Fox,401810089,2025-11-16,SA,2025-26,35.0,0.0,0.0,11.0,20.0,4.0,8.0,2.0,2.0,11.0,2.0,1.0,0.0,0.0,2.0,1.0,,0.55,0.5
De'Aaron Fox,401810107,2025-11-19,SA,2025-26,33.0,0.0,0.0,10.0,20.0,3.0,8.0,3.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,3.0,,0.5,0.375
De'Aaron Fox,401810122,2025-11-21,SA,2025-26,31.0,0.0,0.0,9.0,16.0,2.0,4.0,6.0,5.0,9.0,2.0,3.0,0.0,2.0,3.0,4.0,,0.5625,0.5
De'Aaron Fox,401810136,2025-11-24,SA,2025-26,33.0,0.0,0.0,5.0,11.0,2.0,6.0,14.0,5.0,3.0,2.0,0.0,0.0,0.0,5.0,4.0,,0.45454545454545453,0.3333333333333333
De'Aaron Fox,401809809,2025-11-27,SA,2025-26,33.0,0.0,0.0,11.0,25.0,3.0,8.0,12.0,6.0,8.0,3.0,3.0,1.0,1.0,5.0,3.0,,0.44,0.375
De'Aaron Fox,401809818,2025-11-29,SA,2025-26,34.0,0.0,0.0,6.0,19.0,1.0,6.0,2.0,1.0,12.0,3.0,1.0,1.0,0.0,1.0,0.0,,0.3157894736842105,0.16666666666666666
De'Aaron Fox,401810161,2025-12-01,SA,2025-26,32.0,0.0,0.0,10.0,15.0,2.0,4.0,3.0,2.0,4.0,3.0,1.0,0.0,0.0,2.0,1.0,,0.6666666666666666,0.5
De'Aaron Fox,401810177,2025-12-03,SA,2025-26,31.0,0.0,0.0,8.0,19.0,4.0,8.0,9.0,4.0,4.0,3.0,3.0,0.0,2.0,2.0,3.0,,0.42105263157894735,0.5
De'Aaron Fox,401810181,2025-12-04,SA,2025-26,29.0,0.0,0.0,11.0,20.0,3.0,7.0,6.0,5.0,5.0,7.0,0.0,0.0,1.0,4.0,3.0,,0.55,0.42857142857142855
DeMar DeRozan,401812690,2025-10-09,SAC,2025-26,23.0,0.0,0.0,2.0,6.0,1.0,2.0,1.0,6.0,4.0,1.0,0.0,1.0,0.0,6.0,1.0,,0.3333333333333333,0.5
DeMar DeRozan,401812700,2025-10-11,SAC,2025-26,23.0,0.0,0.0,4.0,5.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.8,0.0
DeMar DeRozan,401812725,2025-10-16,SAC,2025-26,32.0,0.0,0.0,2.0,7.0,1.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,,0.2857142857142857,0.3333333333333333
DeMar DeRozan,401809941,2025-10-23,SAC,2025-26,37.0,0.0,0.0,12.0,17.0,1.0,2.0,4.0,6.0,9.0,1.0,2.0,1.0,2.0,4.0,2.0,,0.7058823529411765,0.5
DeMar DeRozan,401809953,2025-10-25,SAC,2025-26,37.0,0.0,0.0,3.0,9.0,0.0,0.0,1.0,3.0,6.0,1.0,2.0,0.0,0.0,3.0,1.0,,0.3333333333333333,
DeMar DeRozan,401809968,2025-10-27,SAC,2025-26,40.0,0.0,0.0,9.0,22.0,2.0,6.0,1.0,6.0,3.0,1.0,1.0,0.0,0.0,6.0,1.0,,0.4090909090909091,0.3333333333333333
DeMar DeRozan,401809981,2025-10-29,SAC,2025-26,33.0,0.0,0.0,7.0,14.0,0.0,2.0,5.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,,0.5,0.0
DeMar DeRozan,401809987,2025-10-30,SAC,2025-26,35.0,0.0,0.0,5.0,10.0,0.0,0.0,9.0,6.0,5.0,2.0,0.0,0.0,1.0,5.0,2.0,,0.5,
DeMar DeRozan,401809997,2025-11-01,SAC,2025-26,41.0,0.0,0.0,10.0,19.0,0.0,1.0,9.0,4.0,3.0,2.0,0.0,0.0,0.0,4.0,2.0,,0.5263157894736842,0.0
DeMar DeRozan,401810017,2025-11-04,SAC,2025-26,36.0,0.0,0.0,8.0,17.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,,0.47058823529411764,0.0
DeMar DeRozan,401810036,2025-11-06,SAC,2025-26,36.0,0.0,0.0,8.0,20.0,0.0,1.0,9.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,,0.4,0.0
DeMar DeRozan,401809780,2025-11-08,SAC,2025-26,29.0,0.0,0.0,7.0,13.0,4.0,7.0,0.0,4.0,3.0,1.0,0.0,0.0,1.0,3.0,3.0,,0.5384615384615384,0.5714285714285714
DeMar DeRozan,401810052,2025-11-10,SAC,2025-26,29.0,0.0,0.0,7.0,11.0,3.0,3.0,5.0,3.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,,0.6363636363636364,1.0
DeMar DeRozan,401810067,2025-11-12,SAC,2025-26,31.0,0.0,0.0,7.0,15.0,2.0,6.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,,0.4666666666666667,0.3333333333333333
DeMar DeRozan,401810078,2025-11-13,SAC,2025-26,19.0,0.0,0.0,1.0,6.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,,0.16666666666666666,0.0
DeMar DeRozan,401809786,2025-11-15,SAC,2025-26,34.0,0.0,0.0,3.0,10.0,0.0,2.0,0.0,3.0,5.0,0.0,2.0,0.0,0.0,3.0,3.0,,0.3,0.0
DeMar DeRozan,401810089,2025-11-16,SAC,2025-26,39.0,0.0,0.0,12.0,15.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,0.0,1.0,1.0,4.0,,0.8,1.0
DeMar DeRozan,401810116,2025-11-20,SAC,2025-26,35.0,0.0,0.0,4.0,12.0,0.0,2.0,9.0,3.0,5.0,1.0,3.0,0.0,2.0,1.0,3.0,,0.3333333333333333,0.0
DeMar DeRozan,401810120,2025-11-21,SAC,2025-26,15.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,,0.6666666666666666,
DeMar DeRozan,401810129,2025-11-23,SAC,2025-26,31.0,0.0,0.0,5.0,9.0,0.0,1.0,7.0,7.0,5.0,3.0,0.0,1.0,1.0,6.0,0.0,,0.5555555555555556,0.0
DeMar DeRozan,401810147,2025-11-25,SAC,2025-26,32.0,0.0,0.0,9.0,16.0,0.0,0.0,15.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,2.0,,0.5625,
DeMar DeRozan,401809810,2025-11-27,SAC,2025-26,37.0,0.0,0.0,4.0,11.0,0.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,3.0,,0.36363636363636365,0.0
DeMar DeRozan,401809819,2025-11-29,SAC,2025-26,36.0,0.0,0.0,5.0,10.0,1.0,1.0,5.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,,0.5,1.0
DeMar DeRozan,401810162,2025-12-01,SAC,2025-26,35.0,0.0,0.0,9.0,17.0,3.0,5.0,2.0,1.0,4.0,0.0,3.0,1.0,0.0,1.0,2.0,,0.5294117647058824,0.6
DeMar DeRozan,401810185,2025-12-04,SAC,2025-26,23.0,0.0,0.0,6.0,12.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,,0.5,0.0
Desmond Bane,401812698,2025-10-10,ORL,2025-26,21.0,0.0,0.0,2.0,6.0,0.0,2.0,4.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,3.0,,0.3333333333333333,0.0
Desmond Bane,401812726,2025-10-16,ORL,2025-26,28.0,0.0,0.0,3.0,9.0,0.0,4.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,,0.3333333333333333,0.0
Desmond Bane,401809934,2025-10-22,ORL,2025-26,33.0,0.0,0.0,7.0,18.0,3.0,6.0,6.0,4.0,3.0,4.0,0.0,2.0,0.0,4.0,4.0,,0.3888888888888889,0.5
Desmond Bane,401809943,2025-10-24,ORL,2025-26,33.0,0.0,0.0,5.0,14.0,1.0,7.0,4.0,7.0,5.0,3.0,0.0,0.0,2.0,5.0,2.0,,0.35714285714285715,0.14285714285714285
Desmond Bane,401809955,2025-10-25,ORL,2025-26,31.0,0.0,0.0,7.0,12.0,0.0,2.0,0.0,5.0,3.0,4.0,1.0,0.0,3.0,2.0,4.0,,0.5833333333333334,0.0
Desmond Bane,401809969,2025-10-27,ORL,2025-26,34.0,0.0,0.0,10.0,17.0,2.0,7.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,6.0,,0.5882352941176471,0.2857142857142857
Desmond Bane,401809984,2025-10-29,ORL,2025-26,31.0,0.0,0.0,4.0,15.0,1.0,4.0,3.0,5.0,2.0,1.0,0.0,0.0,2.0,3.0,2.0,,0.26666666666666666,0.25
Desmond Bane,401809993,2025-10-30,ORL,2025-26,28.0,0.0,0.0,4.0,11.0,0.0,2.0,1.0,4.0,7.0,4.0,0.0,0.0,2.0,2.0,4.0,,0.36363636363636365,0.0
Desmond Bane,401810000,2025-11-01,ORL,2025-26,20.0,0.0,0.0,2.0,6.0,1.0,3.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,3.0,,0.3333333333333333,0.3333333333333333
Desmond Bane,401810021,2025-11-05,ORL,2025-26,23.0,0.0,0.0,2.0,6.0,2.0,4.0,3.0,3.0,2.0,3.0,1.0,0.0,1.0,2.0,4.0,,0.3333333333333333,0.5
Desmond Bane,401809510,2025-11-08,ORL,2025-26,36.0,0.0,0.0,8.0,15.0,2.0,5.0,4.0,6.0,7.0,1.0,1.0,2.0,0.0,6.0,3.0,,0.5333333333333333,0.4
Desmond Bane,401810048,2025-11-09,ORL,2025-26,35.0,0.0,0.0,4.0,9.0,0.0,1.0,1.0,5.0,6.0,1.0,0.0,0.0,0.0,5.0,4.0,,0.4444444444444444,0.0
Desmond Bane,401810055,2025-11-11,ORL,2025-26,33.0,0.0,0.0,9.0,19.0,1.0,6.0,3.0,3.0,7.0,3.0,0.0,0.0,1.0,2.0,3.0,,0.47368421052631576,0.16666666666666666
Desmond Bane,401810070,2025-11-13,ORL,2025-26,34.0,0.0,0.0,7.0,15.0,3.0,6.0,5.0,6.0,8.0,3.0,0.0,0.0,1.0,5.0,4.0,,0.4666666666666667,0.5
Desmond Bane,401809782,2025-11-15,ORL,2025-26,40.0,0.0,0.0,7.0,18.0,3.0,7.0,2.0,5.0,2.0,3.0,0.0,0.0,0.0,5.0,1.0,,0.3888888888888889,0.42857142857142855
Desmond Bane,401810091,2025-11-17,ORL,2025-26,44.0,0.0,0.0,9.0,20.0,2.0,7.0,6.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,,0.45,0.2857142857142857
Desmond Bane,401810104,2025-11-19,ORL,2025-26,39.0,0.0,0.0,7.0,16.0,2.0,6.0,7.0,6.0,5.0,3.0,5.0,0.0,1.0,5.0,4.0,,0.4375,0.3333333333333333
Desmond Bane,401810119,2025-11-21,ORL,2025-26,31.0,0.0,0.0,5.0,15.0,3.0,6.0,2.0,7.0,5.0,2.0,1.0,0.0,1.0,6.0,0.0,,0.3333333333333333,0.5
Desmond Bane,401810124,2025-11-22,ORL,2025-26,32.0,0.0,0.0,8.0,16.0,3.0,7.0,8.0,3.0,5.0,2.0,1.0,0.0,1.0,2.0,2.0,,0.5,0.42857142857142855
Desmond Bane,401810132,2025-11-23,ORL,2025-26,29.0,0.0,0.0,6.0,13.0,1.0,2.0,5.0,4.0,5.0,1.0,0.0,0.0,3.0,1.0,2.0,,0.46153846153846156,0.5
Desmond Bane,401809800,2025-11-26,ORL,2025-26,29.0,0.0,0.0,6.0,15.0,1.0,5.0,2.0,2.0,6.0,2.0,2.0,0.0,1.0,1.0,4.0,,0.4,0.2
Desmond Bane,401809814,2025-11-29,ORL,2025-26,39.0,0.0,0.0,13.0,25.0,0.0,5.0,11.0,8.0,2.0,2.0,1.0,2.0,3.0,5.0,4.0,,0.52,0.0
Desmond Bane,401810169,2025-12-02,ORL,2025-26,34.0,0.0,0.0,12.0,17.0,3.0,7.0,10.0,6.0,5.0,2.0,1.0,0.0,2.0,4.0,3.0,,0.7058823529411765,0.42857142857142855
Desmond Bane,401810181,2025-12-04,ORL,2025-26,38.0,0.0,0.0,6.0,15.0,2.0,3.0,0.0,3.0,6.0,1.0,0.0,0.0,1.0,2.0,0.0,,0.4,0.6666666666666666
Devin Booker,401812696,2025-10-10,PHX,2025-26,27.0,0.0,0.0,4.0,9.0,2.0,5.0,8.0,0.0,5.0,3.0,5.0,0.0,0.0,0.0,2.0,,0.4444444444444444,0.4
Devin Booker,401812704,2025-10-12,PHX,2025-26,26.0,0.0,0.0,4.0,12.0,3.0,5.0,7.0,5.0,5.0,4.0,1.0,0.0,1.0,4.0,1.0,,0.3333333333333333,0.6
Devin Booker,401809941,2025-10-23,PHX,2025-26,36.0,0.0,0.0,10.0,19.0,1.0,3.0,10.0,5.0,3.0,6.0,1.0,0.0,2.0,3.0,5.0,,0.5263157894736842,0.3333333333333333
Devin Booker,401809954,2025-10-25,PHX,2025-26,28.0,0.0,0.0,5.0,10.0,1.0,4.0,7.0,3.0,7.0,3.0,0.0,0.0,0.0,3.0,2.0,,0.5,0.25
Devin Booker,401809959,2025-10-26,PHX,2025-26,37.0,0.0,0.0,10.0,16.0,2.0,5.0,9.0,3.0,7.0,9.0,0.0,0.0,1.0,2.0,1.0,,0.625,0.4
Devin Booker,401809975,2025-10-28,PHX,2025-26,44.0,0.0,0.0,11.0,26.0,5.0,12.0,7.0,5.0,10.0,2.0,0.0,1.0,1.0,4.0,4.0,,0.4230769230769231,0.4166666666666667
Devin Booker,401809992,2025-10-30,PHX,2025-26,36.0,0.0,0.0,10.0,26.0,4.0,11.0,8.0,4.0,3.0,3.0,1.0,1.0,4.0,0.0,2.0,,0.38461538461538464,0.36363636363636365
Devin Booker,401809507,2025-11-01,PHX,2025-26,39.0,0.0,0.0,13.0,23.0,6.0,9.0,4.0,6.0,9.0,1.0,0.0,1.0,2.0,4.0,4.0,,0.5652173913043478,0.6666666666666666
Devin Booker,401810009,2025-11-03,PHX,2025-26,35.0,0.0,0.0,10.0,15.0,2.0,2.0,6.0,2.0,13.0,5.0,1.0,0.0,0.0,2.0,3.0,,0.6666666666666666,1.0
Devin Booker,401810024,2025-11-05,PHX,2025-26,39.0,0.0,0.0,13.0,24.0,1.0,5.0,11.0,3.0,4.0,5.0,1.0,0.0,1.0,2.0,1.0,,0.5416666666666666,0.2
Devin Booker,401810037,2025-11-07,PHX,2025-26,37.0,0.0,0.0,10.0,22.0,3.0,7.0,1.0,6.0,7.0,3.0,3.0,0.0,0.0,6.0,4.0,,0.45454545454545453,0.42857142857142855
Devin Booker,401810045,2025-11-09,PHX,2025-26,38.0,0.0,0.0,8.0,19.0,0.0,3.0,5.0,10.0,9.0,5.0,0.0,0.0,3.0,7.0,4.0,,0.42105263157894735,0.0
Devin Booker,401810059,2025-11-11,PHX,2025-26,27.0,0.0,0.0,8.0,13.0,0.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,,0.6153846153846154,0.0
Devin Booker,401810076,2025-11-13,PHX,2025-26,38.0,0.0,0.0,7.0,19.0,0.0,3.0,12.0,3.0,9.0,5.0,2.0,0.0,0.0,3.0,3.0,,0.3684210526315789,0.0
Devin Booker,401810081,2025-11-14,PHX,2025-26,29.0,0.0,0.0,12.0,22.0,3.0,10.0,6.0,5.0,7.0,1.0,0.0,0.0,0.0,5.0,3.0,,0.5454545454545454,0.3
Devin Booker,401810094,2025-11-17,PHX,2025-26,38.0,0.0,0.0,10.0,23.0,0.0,6.0,7.0,2.0,7.0,5.0,1.0,1.0,1.0,1.0,4.0,,0.43478260869565216,0.0
Devin Booker,401810109,2025-11-19,PHX,2025-26,29.0,0.0,0.0,6.0,13.0,1.0,2.0,6.0,6.0,5.0,1.0,3.0,0.0,1.0,5.0,2.0,,0.46153846153846156,0.5
Devin Booker,401809795,2025-11-22,PHX,2025-26,35.0,0.0,0.0,4.0,18.0,1.0,6.0,7.0,3.0,10.0,9.0,1.0,0.0,1.0,2.0,6.0,,0.2222222222222222,0.16666666666666666
Devin Booker,401810136,2025-11-24,PHX,2025-26,38.0,0.0,0.0,7.0,18.0,2.0,6.0,8.0,5.0,7.0,2.0,1.0,2.0,0.0,5.0,2.0,,0.3888888888888889,0.3333333333333333
Devin Booker,401810145,2025-11-25,PHX,2025-26,38.0,0.0,0.0,5.0,13.0,2.0,6.0,6.0,3.0,5.0,6.0,1.0,1.0,1.0,2.0,3.0,,0.38461538461538464,0.3333333333333333
Devin Booker,401809810,2025-11-27,PHX,2025-26,39.0,0.0,0.0,6.0,22.0,2.0,9.0,5.0,7.0,6.0,1.0,1.0,0.0,1.0,6.0,2.0,,0.2727272727272727,0.2222222222222222
Devin Booker,401809817,2025-11-29,PHX,2025-26,39.0,0.0,0.0,5.0,13.0,2.0,7.0,9.0,8.0,6.0,5.0,1.0,1.0,2.0,6.0,5.0,,0.38461538461538464,0.2857142857142857
Devin Booker,401810154,2025-11-30,PHX,2025-26,35.0,0.0,0.0,5.0,11.0,0.0,4.0,14.0,4.0,7.0,1.0,1.0,0.0,1.0,3.0,3.0,,0.45454545454545453,0.0
Devin Booker,401810172,2025-12-02,PHX,2025-26,10.0,0.0,0.0,4.0,7.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,,0.5714285714285714,0.5
Domantas Sabonis,401812690,2025-10-09,SAC,2025-26,23.0,0.0,0.0,7.0,10.0,0.0,2.0,5.0,4.0,1.0,4.0,1.0,2.0,0.0,4.0,3.0,,0.7,0.0
Domantas Sabonis,401812700,2025-10-11,SAC,2025-26,17.0,0.0,0.0,3.0,11.0,0.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,5.0,,0.2727272727272727,0.0
Domantas Sabonis,401812725,2025-10-16,SAC,2025-26,24.0,0.0,0.0,7.0,14.0,0.0,5.0,1.0,14.0,5.0,4.0,1.0,0.0,2.0,12.0,1.0,,0.5,0.0
Domantas Sabonis,401809953,2025-10-25,SAC,2025-26,37.0,0.0,0.0,6.0,9.0,0.0,1.0,0.0,12.0,1.0,2.0,0.0,0.0,3.0,9.0,3.0,,0.6666666666666666,0.0
Domantas Sabonis,401809968,2025-10-27,SAC,2025-26,31.0,0.0,0.0,4.0,8.0,1.0,2.0,1.0,14.0,3.0,2.0,3.0,0.0,4.0,10.0,5.0,,0.5,0.5
Domantas Sabonis,401809981,2025-10-29,SAC,2025-26,35.0,0.0,0.0,5.0,15.0,0.0,2.0,0.0,18.0,3.0,5.0,1.0,1.0,6.0,12.0,4.0,,0.3333333333333333,0.0
Domantas Sabonis,401809987,2025-10-30,SAC,2025-26,32.0,0.0,0.0,8.0,14.0,1.0,4.0,1.0,11.0,6.0,2.0,1.0,0.0,1.0,10.0,4.0,,0.5714285714285714,0.25
Domantas Sabonis,401809997,2025-11-01,SAC,2025-26,37.0,0.0,0.0,8.0,13.0,0.0,2.0,8.0,13.0,6.0,3.0,1.0,0.0,5.0,8.0,5.0,,0.6153846153846154,0.0
Domantas Sabonis,401810017,2025-11-04,SAC,2025-26,37.0,0.0,0.0,5.0,10.0,0.0,0.0,3.0,17.0,5.0,2.0,1.0,0.0,4.0,13.0,3.0,,0.5,
Domantas Sabonis,401810052,2025-11-10,SAC,2025-26,30.0,0.0,0.0,5.0,17.0,0.0,2.0,10.0,13.0,3.0,3.0,1.0,0.0,5.0,8.0,4.0,,0.29411764705882354,0.0
Domantas Sabonis,401810067,2025-11-12,SAC,2025-26,26.0,0.0,0.0,8.0,12.0,1.0,3.0,2.0,8.0,4.0,0.0,0.0,0.0,2.0,6.0,6.0,,0.6666666666666666,0.3333333333333333
Domantas Sabonis,401810078,2025-11-13,SAC,2025-26,26.0,0.0,0.0,4.0,9.0,0.0,1.0,4.0,5.0,2.0,4.0,2.0,0.0,0.0,5.0,2.0,,0.4444444444444444,0.0
Domantas Sabonis,401809786,2025-11-15,SAC,2025-26,39.0,0.0,0.0,14.0,24.0,1.0,2.0,5.0,11.0,3.0,2.0,0.0,1.0,4.0,7.0,5.0,,0.5833333333333334,0.5
Domantas Sabonis,401810089,2025-11-16,SAC,2025-26,36.0,0.0,0.0,7.0,14.0,0.0,1.0,3.0,13.0,5.0,3.0,3.0,0.0,3.0,10.0,3.0,,0.5,0.0
Donovan Mitchell,401812684,2025-10-07,CLE,2025-26,18.0,0.0,0.0,3.0,5.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,,0.6,0.0
Donovan Mitchell,401812692,2025-10-10,CLE,2025-26,25.0,0.0,0.0,8.0,16.0,3.0,5.0,3.0,6.0,4.0,3.0,3.0,1.0,1.0,5.0,2.0,,0.5,0.6
Donovan Mitchell,401812716,2025-10-14,CLE,2025-26,29.0,0.0,0.0,6.0,11.0,3.0,6.0,2.0,2.0,3.0,5.0,3.0,0.0,0.0,2.0,6.0,,0.5454545454545454,0.5
Donovan Mitchell,401809234,2025-10-22,CLE,2025-26,36.0,0.0,0.0,12.0,25.0,2.0,9.0,5.0,2.0,5.0,3.0,2.0,1.0,0.0,2.0,2.0,,0.48,0.2222222222222222
Donovan Mitchell,401809944,2025-10-24,CLE,2025-26,35.0,0.0,0.0,10.0,15.0,6.0,10.0,9.0,2.0,5.0,3.0,3.0,0.0,0.0,2.0,3.0,,0.6666666666666666,0.6
Donovan Mitchell,401809962,2025-10-26,CLE,2025-26,33.0,0.0,0.0,9.0,20.0,1.0,8.0,5.0,3.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,,0.45,0.125
Donovan Mitchell,401809245,2025-10-27,CLE,2025-26,29.0,0.0,0.0,13.0,18.0,2.0,4.0,7.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,,0.7222222222222222,0.5
Donovan Mitchell,401809983,2025-10-29,CLE,2025-26,32.0,0.0,0.0,5.0,12.0,5.0,9.0,0.0,4.0,6.0,3.0,0.0,1.0,0.0,4.0,4.0,,0.4166666666666667,0.5555555555555556
Donovan Mitchell,401810006,2025-11-02,CLE,2025-26,36.0,0.0,0.0,12.0,21.0,8.0,15.0,5.0,2.0,5.0,3.0,2.0,1.0,0.0,2.0,5.0,,0.5714285714285714,0.5333333333333333
Donovan Mitchell,401810026,2025-11-06,CLE,2025-26,35.0,0.0,0.0,15.0,21.0,6.0,11.0,10.0,4.0,8.0,2.0,1.0,0.0,0.0,4.0,0.0,,0.7142857142857143,0.5454545454545454
Donovan Mitchell,401809511,2025-11-08,CLE,2025-26,26.0,0.0,0.0,8.0,20.0,4.0,10.0,4.0,5.0,5.0,2.0,4.0,1.0,2.0,3.0,0.0,,0.4,0.4
Donovan Mitchell,401810041,2025-11-09,CLE,2025-26,35.0,0.0,0.0,10.0,24.0,5.0,12.0,4.0,6.0,6.0,2.0,1.0,0.0,0.0,6.0,2.0,,0.4166666666666667,0.4166666666666667
Donovan Mitchell,401810056,2025-11-11,CLE,2025-26,41.0,0.0,0.0,10.0,28.0,3.0,16.0,5.0,15.0,8.0,1.0,1.0,0.0,5.0,10.0,4.0,,0.35714285714285715,0.1875
Donovan Mitchell,401810080,2025-11-14,CLE,2025-26,36.0,0.0,0.0,7.0,18.0,2.0,9.0,15.0,6.0,6.0,7.0,1.0,2.0,1.0,5.0,2.0,,0.3888888888888889,0.2222222222222222
Donovan Mitchell,401810083,2025-11-15,CLE,2025-26,33.0,0.0,0.0,10.0,21.0,4.0,13.0,6.0,5.0,5.0,4.0,2.0,0.0,1.0,4.0,4.0,,0.47619047619047616,0.3076923076923077
Donovan Mitchell,401810096,2025-11-18,CLE,2025-26,36.0,0.0,0.0,14.0,22.0,4.0,8.0,5.0,5.0,7.0,2.0,1.0,0.0,0.0,5.0,4.0,,0.6363636363636364,0.5
Donovan Mitchell,401810110,2025-11-20,CLE,2025-26,34.0,0.0,0.0,8.0,17.0,3.0,9.0,2.0,3.0,2.0,4.0,2.0,0.0,1.0,2.0,2.0,,0.47058823529411764,0.3333333333333333
Donovan Mitchell,401809790,2025-11-22,CLE,2025-26,34.0,0.0,0.0,11.0,22.0,4.0,11.0,6.0,9.0,5.0,5.0,1.0,0.0,2.0,7.0,4.0,,0.5,0.36363636363636365
Donovan Mitchell,401810133,2025-11-23,CLE,2025-26,33.0,0.0,0.0,14.0,22.0,5.0,9.0,4.0,8.0,6.0,2.0,1.0,0.0,2.0,6.0,2.0,,0.6363636363636364,0.5555555555555556
Donovan Mitchell,401810139,2025-11-25,CLE,2025-26,34.0,0.0,0.0,6.0,20.0,3.0,12.0,2.0,1.0,8.0,2.0,1.0,0.0,0.0,1.0,0.0,,0.3,0.25
Donovan Mitchell,401809811,2025-11-29,CLE,2025-26,35.0,0.0,0.0,15.0,28.0,7.0,15.0,5.0,3.0,3.0,4.0,1.0,0.0,0.0,3.0,3.0,,0.5357142857142857,0.4666666666666667
Donovan Mitchell,401810157,2025-11-30,CLE,2025-26,39.0,0.0,0.0,7.0,16.0,3.0,7.0,1.0,7.0,8.0,5.0,3.0,0.0,1.0,6.0,5.0,,0.4375,0.42857142857142855
Donovan Mitchell,401810165,2025-12-02,CLE,2025-26,34.0,0.0,0.0,16.0,27.0,4.0,10.0,7.0,9.0,6.0,3.0,0.0,0.0,3.0,6.0,2.0,,0.5925925925925926,0.4
Donovan Mitchell,401810179,2025-12-04,CLE,2025-26,34.0,0.0,0.0,12.0,26.0,3.0,13.0,6.0,5.0,5.0,4.0,1.0,0.0,1.0,4.0,4.0,,0.46153846153846156,0.23076923076923078
Franz Wagner,401812698,2025-10-10,ORL,2025-26,20.0,0.0,0.0,2.0,5.0,0.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,,0.4,0.0
Franz Wagner,401812706,2025-10-12,ORL,2025-26,16.0,0.0,0.0,3.0,8.0,1.0,4.0,10.0,5.0,3.0,3.0,0.0,0.0,1.0,4.0,2.0,,0.375,0.25
Franz Wagner,401812726,2025-10-16,ORL,2025-26,25.0,0.0,0.0,8.0,14.0,3.0,6.0,5.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,,0.5714285714285714,0.5
Franz Wagner,401809934,2025-10-22,ORL,2025-26,36.0,0.0,0.0,9.0,17.0,2.0,5.0,4.0,4.0,6.0,2.0,2.0,0.0,0.0,4.0,5.0,,0.5294117647058824,0.4
Franz Wagner,401809943,2025-10-24,ORL,2025-26,35.0,0.0,0.0,10.0,17.0,2.0,5.0,5.0,6.0,2.0,4.0,1.0,0.0,2.0,4.0,5.0,,0.5882352941176471,0.4
Franz Wagner,401809955,2025-10-25,ORL,2025-26,34.0,0.0,0.0,7.0,15.0,0.0,1.0,3.0,7.0,1.0,3.0,2.0,0.0,1.0,6.0,4.0,,0.4666666666666667,0.0
Franz Wagner,401809969,2025-10-27,ORL,2025-26,36.0,0.0,0.0,8.0,12.0,1.0,4.0,5.0,4.0,4.0,0.0,0.0,1.0,1.0,3.0,1.0,,0.6666666666666666,0.25
Franz Wagner,401809984,2025-10-29,ORL,2025-26,33.0,0.0,0.0,6.0,14.0,3.0,4.0,7.0,7.0,2.0,1.0,0.0,1.0,1.0,6.0,2.0,,0.42857142857142855,0.75
